order_id,customer_id,timestamp,order_amount,product_category,payment_method,customer_age_days,previous_orders,previous_returns,customer_return_rate,orders_last_7_days,orders_last_30_days,returns_last_7_days,returns_last_30_days,average_order_value,discount_percentage,delivery_days,return_days_after_delivery,address_change_count,payment_failures,previous_chargebacks,is_first_order,is_high_value_order,is_abusive_return
ORD_115551_35960,CUST_008634,2025-01-01 03:06:49,235.2,Books,UPI,386,0,0,0.0,0,0,0,0,0.0,29.7,2,8,0,0,0,1,1,0
ORD_475919_10092,CUST_002406,2025-01-01 03:11:04,302.98,Clothing,Credit Card,166,0,0,0.0,0,0,0,0,0.0,23.4,2,0,0,0,0,1,1,0
ORD_651541_103489,CUST_024857,2025-01-01 03:24:28,35.19,Electronics,Debit Card,652,0,0,0.0,0,0,0,0,0.0,31.4,6,8,0,0,0,1,0,0
ORD_238809_49902,CUST_012049,2025-01-01 03:29:50,58.11,Clothing,Credit Card,608,0,0,0.0,0,0,0,0,0.0,20.2,6,3,0,0,0,1,0,1
ORD_159463_102563,CUST_024634,2025-01-01 03:30:06,51.14,Beauty,UPI,211,0,0,0.0,0,0,0,0,0.0,11.5,4,4,0,0,0,1,0,1
ORD_233209_97690,CUST_023438,2025-01-01 03:35:44,50.79,Books,UPI,884,0,0,0.0,0,0,0,0,0.0,6.4,4,18,0,0,0,1,0,0
ORD_659687_69103,CUST_016645,2025-01-01 03:36:52,57.03,Beauty,UPI,658,0,0,0.0,0,0,0,0,0.0,23.6,4,11,0,0,0,1,0,0
ORD_860718_56933,CUST_013768,2025-01-01 03:40:44,85.88,Clothing,Netbanking,49,0,0,0.0,0,0,0,0,0.0,14.7,3,23,0,0,0,1,0,1
ORD_897348_34823,CUST_008377,2025-01-01 03:43:41,49.43,Electronics,COD,396,0,0,0.0,0,0,0,0,0.0,7.7,6,0,0,0,0,1,0,1
ORD_157872_92766,CUST_022240,2025-01-01 03:52:50,46.67,Electronics,Credit Card,983,0,0,0.0,0,0,0,0,0.0,21.7,3,7,0,0,0,1,0,0
ORD_159588_58304,CUST_014104,2025-01-01 03:54:06,75.71,Electronics,UPI,796,0,0,0.0,0,0,0,0,0.0,7.2,4,2,0,0,0,1,0,0
ORD_631045_21512,CUST_005158,2025-01-01 03:55:48,93.76,Clothing,Credit Card,798,0,0,0.0,0,0,0,0,0.0,47.9,5,4,0,0,0,1,0,0
ORD_557861_81064,CUST_019454,2025-01-01 04:00:52,47.24,Books,UPI,248,0,0,0.0,0,0,0,0,0.0,18.7,1,4,0,0,0,1,0,0
ORD_448654_64216,CUST_015475,2025-01-01 04:04:57,103.29,Clothing,Credit Card,745,0,0,0.0,0,0,0,0,0.0,32.2,6,8,0,0,0,1,0,0
ORD_882080_101102,CUST_024272,2025-01-01 04:06:37,46.18,Electronics,UPI,341,0,0,0.0,0,0,0,0,0.0,20.1,2,6,0,0,0,1,0,1
ORD_548021_58936,CUST_014254,2025-01-01 04:15:06,77.04,Clothing,Credit Card,694,0,0,0.0,0,0,0,0,0.0,50.3,3,0,0,0,0,1,0,0
ORD_461247_25044,CUST_006033,2025-01-01 04:28:22,89.86,Books,UPI,205,0,0,0.0,0,0,0,0,0.0,10.7,2,12,0,0,0,1,0,0
ORD_826688_65029,CUST_015653,2025-01-01 04:28:30,410.95,Clothing,Debit Card,749,0,0,0.0,0,0,0,0,0.0,27.2,6,0,0,0,0,1,1,0
ORD_278938_36305,CUST_008722,2025-01-01 04:28:37,72.02,Clothing,Credit Card,544,0,0,0.0,0,0,0,0,0.0,11.6,6,11,0,0,0,1,0,0
ORD_468225_62798,CUST_015159,2025-01-01 04:34:20,208.45,Home,Credit Card,400,0,0,0.0,0,0,0,0,0.0,17.4,6,13,0,0,0,1,1,0
ORD_637170_25166,CUST_006066,2025-01-01 04:36:51,368.54,Home,UPI,944,0,0,0.0,0,0,0,0,0.0,20.8,5,0,0,0,0,1,1,0
ORD_247323_91141,CUST_021850,2025-01-01 04:46:12,198.59,Home,Credit Card,392,0,0,0.0,0,0,0,0,0.0,11.5,4,1,0,0,0,1,1,0
ORD_941995_18633,CUST_004462,2025-01-01 04:47:02,114.94,Electronics,COD,859,0,0,0.0,0,0,0,0,0.0,47.7,4,6,0,0,0,1,0,1
ORD_789645_94498,CUST_022658,2025-01-01 04:48:07,110.02,Clothing,Credit Card,84,0,0,0.0,0,0,0,0,0.0,12.5,5,2,0,0,0,1,0,0
ORD_125125_55692,CUST_013478,2025-01-01 05:01:55,141.69,Clothing,Credit Card,895,0,0,0.0,0,0,0,0,0.0,44.1,3,19,0,0,0,1,0,0
ORD_120998_29694,CUST_007117,2025-01-01 05:09:36,126.92,Clothing,Debit Card,51,0,0,0.0,0,0,0,0,0.0,47.5,4,12,0,0,0,1,0,1
ORD_908718_74148,CUST_017826,2025-01-01 05:20:42,71.89,Beauty,UPI,628,0,0,0.0,0,0,0,0,0.0,0.3,4,4,0,0,0,1,0,0
ORD_850794_2682,CUST_000643,2025-01-01 05:22:02,98.41,Clothing,Credit Card,124,0,0,0.0,0,0,0,0,0.0,17.0,7,30,0,0,0,1,0,0
ORD_750536_37626,CUST_009056,2025-01-01 05:39:11,250.93,Clothing,Credit Card,35,0,0,0.0,0,0,0,0,0.0,34.6,3,1,0,0,0,1,1,0
ORD_623644_39259,CUST_009465,2025-01-01 05:44:26,89.97,Clothing,UPI,751,0,0,0.0,0,0,0,0,0.0,27.6,3,1,0,0,0,1,0,0
ORD_493543_87285,CUST_020932,2025-01-01 05:48:41,25.56,Clothing,COD,743,0,0,0.0,0,0,0,0,0.0,53.5,5,21,0,0,0,1,0,1
ORD_572964_31922,CUST_007667,2025-01-01 06:00:40,89.03,Books,UPI,316,1,0,0.0,1,1,0,0,50.02,23.5,9,7,0,0,0,0,0,0
ORD_965423_69087,CUST_016640,2025-01-01 06:15:39,110.32,Clothing,Debit Card,199,0,0,0.0,0,0,0,0,0.0,21.3,7,18,0,0,0,1,0,0
ORD_297895_45934,CUST_011109,2025-01-01 06:19:01,142.92,Clothing,UPI,418,0,0,0.0,0,0,0,0,0.0,18.7,4,6,0,0,0,1,0,0
ORD_807583_7190,CUST_001713,2025-01-01 06:19:35,124.63,Electronics,Debit Card,752,0,0,0.0,0,0,0,0,0.0,0.5,3,1,0,0,0,1,0,1
ORD_484557_75193,CUST_018064,2025-01-01 06:20:05,35.83,Clothing,COD,148,0,0,0.0,0,0,0,0,0.0,17.7,3,21,0,0,0,1,0,1
ORD_190599_1939,CUST_000464,2025-01-01 06:36:52,39.91,Electronics,UPI,65,0,0,0.0,0,0,0,0,0.0,10.9,2,30,0,0,0,1,0,1
ORD_353859_30339,CUST_007279,2025-01-01 06:42:34,193.54,Clothing,COD,73,0,0,0.0,0,0,0,0,0.0,38.6,1,4,0,0,0,1,1,0
ORD_970353_63536,CUST_015327,2025-01-01 06:51:05,67.89,Clothing,UPI,442,0,0,0.0,0,0,0,0,0.0,16.7,2,1,0,0,0,1,0,0
ORD_692244_84951,CUST_020397,2025-01-01 06:56:07,84.59,Clothing,UPI,948,0,0,0.0,0,0,0,0,0.0,6.4,8,1,0,0,0,1,0,1
ORD_459634_83638,CUST_020071,2025-01-01 06:58:15,128.22,Beauty,Credit Card,138,0,0,0.0,0,0,0,0,0.0,18.1,1,1,0,0,0,1,0,0
ORD_749246_20498,CUST_004928,2025-01-01 07:00:33,45.64,Books,Debit Card,60,0,0,0.0,0,0,0,0,0.0,28.1,5,0,0,0,0,1,0,1
ORD_669117_65772,CUST_015824,2025-01-01 07:12:10,164.8,Beauty,UPI,564,0,0,0.0,0,0,0,0,0.0,6.2,5,30,0,0,0,1,1,1
ORD_576124_17866,CUST_004271,2025-01-01 07:19:00,126.18,Clothing,UPI,84,0,0,0.0,0,0,0,0,0.0,27.3,5,5,0,0,0,1,0,0
ORD_334672_20459,CUST_004917,2025-01-01 07:19:31,59.93,Beauty,Credit Card,77,0,0,0.0,0,0,0,0,0.0,29.4,3,10,0,0,0,1,0,0
ORD_452493_16922,CUST_004078,2025-01-01 07:22:24,393.05,Electronics,Credit Card,131,0,0,0.0,0,0,0,0,0.0,22.6,4,4,0,0,0,1,1,0
ORD_716948_63745,CUST_015369,2025-01-01 07:23:45,29.02,Electronics,Credit Card,62,0,0,0.0,0,0,0,0,0.0,27.2,2,4,0,0,0,1,0,1
ORD_227741_20776,CUST_004999,2025-01-01 07:27:04,39.39,Home,Debit Card,852,0,0,0.0,0,0,0,0,0.0,0.8,4,3,0,0,0,1,0,0
ORD_766519_37931,CUST_009143,2025-01-01 07:37:25,124.34,Beauty,Credit Card,172,0,0,0.0,0,0,0,0,0.0,48.2,3,0,0,0,0,1,0,0
ORD_404223_73961,CUST_017772,2025-01-01 07:41:30,30.98,Beauty,Credit Card,982,0,0,0.0,0,0,0,0,0.0,10.6,5,1,0,0,0,1,0,1
ORD_987375_55736,CUST_013487,2025-01-01 07:49:33,13.66,Beauty,Netbanking,792,0,0,0.0,0,0,0,0,0.0,43.4,6,7,0,0,0,1,0,0
ORD_557962_27159,CUST_006526,2025-01-01 07:52:07,64.54,Home,Debit Card,355,0,0,0.0,0,0,0,0,0.0,13.7,6,1,0,0,0,1,0,0
ORD_581676_63773,CUST_015375,2025-01-01 08:01:45,57.3,Home,Debit Card,709,0,0,0.0,0,0,0,0,0.0,13.7,5,2,0,0,0,1,0,0
ORD_194585_42786,CUST_010327,2025-01-01 08:01:49,155.94,Clothing,Debit Card,280,0,0,0.0,0,0,0,0,0.0,34.4,4,0,0,0,0,1,1,0
ORD_637616_26152,CUST_006276,2025-01-01 08:09:11,423.89,Books,UPI,335,0,0,0.0,0,0,0,0,0.0,20.3,1,4,0,0,0,1,1,0
ORD_667235_87885,CUST_021055,2025-01-01 08:13:10,141.98,Clothing,Credit Card,229,0,0,0.0,0,0,0,0,0.0,44.6,7,7,0,0,0,1,0,0
ORD_529357_13828,CUST_003322,2025-01-01 08:14:18,55.29,Home,Credit Card,231,0,0,0.0,0,0,0,0,0.0,27.2,2,4,0,0,0,1,0,0
ORD_909137_2928,CUST_000703,2025-01-01 08:14:34,15.57,Clothing,Credit Card,603,0,0,0.0,0,0,0,0,0.0,62.1,4,1,0,0,0,1,0,0
ORD_298517_100216,CUST_024059,2025-01-01 08:26:34,61.74,Clothing,Credit Card,544,0,0,0.0,0,0,0,0,0.0,5.5,4,3,0,0,0,1,0,0
ORD_768163_74231,CUST_017847,2025-01-01 08:30:41,96.7,Home,Credit Card,39,0,0,0.0,0,0,0,0,0.0,22.5,4,7,0,0,0,1,0,0
ORD_291242_5758,CUST_001372,2025-01-01 08:39:35,91.78,Beauty,Credit Card,703,0,0,0.0,0,0,0,0,0.0,7.0,6,4,0,0,0,1,0,0
ORD_496261_36004,CUST_008644,2025-01-01 08:42:15,282.95,Electronics,Credit Card,643,0,0,0.0,0,0,0,0,0.0,42.9,4,4,0,0,0,1,1,0
ORD_947526_23840,CUST_005719,2025-01-01 08:44:00,36.76,Clothing,UPI,217,0,0,0.0,0,0,0,0,0.0,29.9,3,2,0,0,0,1,0,0
ORD_108128_90255,CUST_021633,2025-01-01 08:53:34,333.74,Clothing,UPI,172,0,0,0.0,0,0,0,0,0.0,30.0,4,6,0,0,0,1,1,0
ORD_163934_7320,CUST_001743,2025-01-01 09:01:18,72.36,Books,UPI,214,0,0,0.0,0,0,0,0,0.0,26.3,2,2,0,0,0,1,0,0
ORD_327669_66164,CUST_015911,2025-01-01 09:01:59,50.3,Electronics,UPI,47,0,0,0.0,0,0,0,0,0.0,17.1,4,30,0,0,0,1,0,1
ORD_265734_27109,CUST_006515,2025-01-01 09:04:20,106.67,Clothing,UPI,53,0,0,0.0,0,0,0,0,0.0,6.9,6,5,0,0,0,1,0,1
ORD_814810_80070,CUST_019211,2025-01-01 09:13:28,35.99,Clothing,Debit Card,859,0,0,0.0,0,0,0,0,0.0,44.4,3,0,0,0,0,1,0,1
ORD_973719_60858,CUST_014710,2025-01-01 09:23:02,33.18,Books,UPI,503,0,0,0.0,0,0,0,0,0.0,9.1,4,20,0,0,0,1,0,0
ORD_966724_65200,CUST_015691,2025-01-01 09:24:18,41.39,Beauty,UPI,581,0,0,0.0,0,0,0,0,0.0,28.6,7,4,0,0,0,1,0,0
ORD_482111_27110,CUST_006515,2025-01-01 09:43:49,125.44,Beauty,Credit Card,53,1,1,1.0,1,1,1,1,106.67,48.6,4,9,0,0,0,0,0,1
ORD_831939_27824,CUST_006678,2025-01-01 09:48:11,110.87,Electronics,Credit Card,417,0,0,0.0,0,0,0,0,0.0,14.1,5,6,0,0,0,1,0,0
ORD_204004_26340,CUST_006327,2025-01-01 09:51:08,97.81,Clothing,Debit Card,32,0,0,0.0,0,0,0,0,0.0,4.3,4,4,0,0,0,1,0,1
ORD_783025_84787,CUST_020343,2025-01-01 10:03:22,24.1,Beauty,Credit Card,916,0,0,0.0,0,0,0,0,0.0,46.4,5,2,0,0,0,1,0,1
ORD_218584_1348,CUST_000319,2025-01-01 10:05:15,81.73,Books,UPI,999,0,0,0.0,0,0,0,0,0.0,42.2,1,14,0,0,0,1,0,0
ORD_971959_2554,CUST_000611,2025-01-01 10:06:29,23.1,Home,Credit Card,949,0,0,0.0,0,0,0,0,0.0,20.4,4,8,0,0,0,1,0,0
ORD_544287_26979,CUST_006482,2025-01-01 10:10:26,29.88,Beauty,Credit Card,949,0,0,0.0,0,0,0,0,0.0,12.1,5,5,0,0,0,1,0,0
ORD_754832_8442,CUST_002007,2025-01-01 10:16:34,147.05,Electronics,Credit Card,652,0,0,0.0,0,0,0,0,0.0,29.4,2,2,0,0,0,1,0,1
ORD_409103_100658,CUST_024165,2025-01-01 10:18:37,177.37,Clothing,Debit Card,346,0,0,0.0,0,0,0,0,0.0,2.9,3,3,0,0,0,1,1,0
ORD_551298_89430,CUST_021421,2025-01-01 10:30:31,34.69,Beauty,UPI,136,0,0,0.0,0,0,0,0,0.0,11.0,3,3,0,0,0,1,0,0
ORD_780533_98562,CUST_023656,2025-01-01 10:36:55,129.07,Beauty,Debit Card,186,0,0,0.0,0,0,0,0,0.0,14.4,3,6,0,0,0,1,0,0
ORD_870084_78358,CUST_018820,2025-01-01 10:50:15,20.05,Electronics,UPI,822,0,0,0.0,0,0,0,0,0.0,5.4,1,2,0,0,0,1,0,0
ORD_201310_109,CUST_000032,2025-01-01 10:54:01,42.34,Clothing,Debit Card,337,0,0,0.0,0,0,0,0,0.0,31.2,3,0,0,0,0,1,0,0
ORD_665695_53,CUST_000014,2025-01-01 10:55:52,42.71,Clothing,UPI,526,0,0,0.0,0,0,0,0,0.0,1.1,3,0,0,0,0,1,0,0
ORD_151650_91556,CUST_021944,2025-01-01 10:56:43,81.09,Clothing,COD,972,0,0,0.0,0,0,0,0,0.0,6.1,3,11,0,0,0,1,0,0
ORD_599084_5115,CUST_001226,2025-01-01 11:02:53,28.17,Clothing,COD,622,0,0,0.0,0,0,0,0,0.0,19.8,5,11,0,0,0,1,0,0
ORD_690643_64614,CUST_015554,2025-01-01 11:03:23,29.72,Clothing,Credit Card,656,0,0,0.0,0,0,0,0,0.0,18.2,3,0,0,0,0,1,0,0
ORD_464204_88135,CUST_021110,2025-01-01 11:04:59,44.86,Electronics,Credit Card,114,0,0,0.0,0,0,0,0,0.0,32.0,5,3,0,0,0,1,0,0
ORD_720307_69274,CUST_016681,2025-01-01 11:05:49,44.2,Clothing,COD,728,0,0,0.0,0,0,0,0,0.0,7.9,3,7,0,0,0,1,0,0
ORD_336377_91763,CUST_021994,2025-01-01 11:09:34,237.16,Electronics,UPI,686,0,0,0.0,0,0,0,0,0.0,1.0,2,14,0,0,0,1,1,0
ORD_894489_1308,CUST_000311,2025-01-01 11:10:48,25.33,Home,UPI,109,0,0,0.0,0,0,0,0,0.0,10.1,3,0,0,0,0,1,0,0
ORD_287170_40058,CUST_009669,2025-01-01 11:17:22,106.98,Home,COD,643,0,0,0.0,0,0,0,0,0.0,17.4,7,8,0,0,0,1,0,0
ORD_338716_35608,CUST_008553,2025-01-01 11:29:10,27.87,Beauty,UPI,389,1,0,0.0,1,1,0,0,28.29,5.4,3,0,0,0,0,0,0,0
ORD_737909_54990,CUST_013305,2025-01-01 11:33:49,132.24,Clothing,UPI,481,0,0,0.0,0,0,0,0,0.0,37.7,2,10,0,0,0,1,0,0
ORD_160881_44823,CUST_010833,2025-01-01 11:37:25,105.24,Beauty,COD,453,0,0,0.0,0,0,0,0,0.0,2.4,3,1,0,0,0,1,0,0
ORD_930389_14219,CUST_003425,2025-01-01 11:40:06,148.22,Electronics,COD,366,0,0,0.0,0,0,0,0,0.0,42.2,3,1,0,0,0,1,0,1
ORD_847720_79421,CUST_019069,2025-01-01 12:16:13,96.2,Clothing,UPI,281,0,0,0.0,0,0,0,0,0.0,51.7,2,2,0,0,0,1,0,0
ORD_836927_40874,CUST_009880,2025-01-01 12:18:25,265.66,Home,Debit Card,266,0,0,0.0,0,0,0,0,0.0,11.6,3,3,0,0,0,1,1,0
ORD_301845_58117,CUST_014060,2025-01-01 12:19:07,131.66,Electronics,UPI,703,0,0,0.0,0,0,0,0,0.0,13.3,4,6,0,0,0,1,0,0
ORD_827298_22135,CUST_005315,2025-01-01 12:22:29,125.74,Clothing,UPI,373,1,0,0.0,1,1,0,0,189.1,26.6,5,3,0,1,0,0,0,0
ORD_277171_80214,CUST_019243,2025-01-01 12:31:28,26.28,Clothing,UPI,743,0,0,0.0,0,0,0,0,0.0,6.9,3,2,0,0,0,1,0,0
ORD_144008_184,CUST_000050,2025-01-01 12:31:37,142.07,Electronics,UPI,409,0,0,0.0,0,0,0,0,0.0,21.8,2,2,0,0,0,1,0,0
ORD_115100_84340,CUST_020242,2025-01-01 12:44:23,60.16,Electronics,UPI,479,0,0,0.0,0,0,0,0,0.0,18.9,3,23,0,0,0,1,0,0
ORD_526340_77836,CUST_018700,2025-01-01 12:49:10,26.87,Clothing,Credit Card,723,0,0,0.0,0,0,0,0,0.0,46.8,4,2,0,0,0,1,0,1
ORD_283179_91104,CUST_021842,2025-01-01 12:55:18,14.79,Clothing,Debit Card,887,0,0,0.0,0,0,0,0,0.0,49.2,3,8,0,0,0,1,0,0
ORD_228784_88848,CUST_021281,2025-01-01 13:12:19,109.75,Home,Debit Card,257,0,0,0.0,0,0,0,0,0.0,41.1,5,2,0,0,0,1,0,0
ORD_148706_65403,CUST_015739,2025-01-01 13:12:49,61.97,Beauty,Debit Card,248,0,0,0.0,0,0,0,0,0.0,19.8,5,4,0,0,0,1,0,0
ORD_418615_90213,CUST_021624,2025-01-01 13:17:26,55.85,Beauty,COD,962,0,0,0.0,0,0,0,0,0.0,4.2,3,4,0,0,0,1,0,0
ORD_609186_82907,CUST_019899,2025-01-01 13:21:19,388.16,Beauty,UPI,988,0,0,0.0,0,0,0,0,0.0,14.6,2,8,0,0,0,1,1,0
ORD_597158_37054,CUST_008909,2025-01-01 13:21:37,173.73,Clothing,UPI,131,0,0,0.0,0,0,0,0,0.0,3.6,4,4,0,0,0,1,1,0
ORD_498589_73749,CUST_017720,2025-01-01 13:23:00,41.22,Beauty,UPI,372,0,0,0.0,0,0,0,0,0.0,9.0,5,11,0,0,0,1,0,0
ORD_624153_28878,CUST_006921,2025-01-01 13:23:17,139.46,Electronics,Netbanking,931,0,0,0.0,0,0,0,0,0.0,14.5,2,3,0,0,0,1,0,0
ORD_581138_3461,CUST_000829,2025-01-01 13:25:54,426.83,Home,UPI,263,0,0,0.0,0,0,0,0,0.0,4.6,5,0,0,0,0,1,1,0
ORD_508672_82893,CUST_019896,2025-01-01 13:31:37,111.86,Books,UPI,730,0,0,0.0,0,0,0,0,0.0,26.7,6,7,0,0,0,1,0,0
ORD_895354_64643,CUST_015560,2025-01-01 13:37:59,101.57,Beauty,Debit Card,648,0,0,0.0,0,0,0,0,0.0,27.3,4,12,0,0,0,1,0,0
ORD_709465_81537,CUST_019574,2025-01-01 13:38:48,154.55,Clothing,Credit Card,65,0,0,0.0,0,0,0,0,0.0,38.5,2,6,0,0,0,1,1,0
ORD_720931_64052,CUST_015441,2025-01-01 13:43:34,11.83,Home,UPI,562,0,0,0.0,0,0,0,0,0.0,7.3,2,3,0,0,0,1,0,0
ORD_129843_80746,CUST_019373,2025-01-01 13:44:35,53.59,Beauty,Debit Card,91,0,0,0.0,0,0,0,0,0.0,12.9,3,4,0,0,0,1,0,0
ORD_404977_10334,CUST_002463,2025-01-01 13:50:00,22.09,Books,UPI,919,0,0,0.0,0,0,0,0,0.0,4.7,7,14,0,0,0,1,0,0
ORD_489029_49471,CUST_011947,2025-01-01 13:55:18,22.74,Home,UPI,623,0,0,0.0,0,0,0,0,0.0,38.5,1,1,0,0,0,1,0,0
ORD_538226_50514,CUST_012185,2025-01-01 14:00:15,410.31,Clothing,Credit Card,353,0,0,0.0,0,0,0,0,0.0,19.3,2,16,0,0,0,1,1,0
ORD_345966_69122,CUST_016652,2025-01-01 14:05:41,63.84,Electronics,UPI,545,0,0,0.0,0,0,0,0,0.0,42.5,4,9,0,0,0,1,0,0
